"RecID","SpeciesStock","Species","ScieName","SpeciesGrp","YearC","Decade","Lustrum","PartyStatus","PartyName","Flag","FleetGear","Fleet","Stock","SampAreaCode","Area","FishZoneCode","SpcGearGrp","GearGrp","GearCode","CatchTypeCode","QualInfoCode","CnvFactor","Qty_t","yearTACimp","scaled_tacr","tacr","tacever","tac_any","totalFleetCatch","propStock","diff","Qtydiff"
1633,"WHM.A+M","WHM","Kajikia albida","1-Tuna (major sp.)",1957,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","SOUT","HSEA","Longline","LL","LLFB","C","UNKN",1,135,Inf,NA,0,0,0,14497.049,0.00931224002898797,0.00758775113473094,110
1635,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",1957,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","ATN","unkn","NORT","HSEA","Longline","LL","LL","C","UNKN",1,10,1997,-40,0,1,0,14497.049,0.000689795557702812,NA,NA
1637,"SWO.ATS","SWO","Xiphias gladius","1-Tuna (major sp.)",1957,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","ATS","unkn","SOUT","HSEA","Longline","LL","LL","C","UNKN",1,124,1998,-41,0,1,0,14497.049,0.00855346491551487,0.0070671832948734,123
1639,"TUN.A+M","TUN","Thunnini","3-Tuna (other)",1957,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","ETRO","HSEA","All gears","LL","LLFB","C","UNKN",1,56,Inf,NA,0,0,0,14497.049,0.00386285512313575,NA,NA
1669,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1957,1950,1955,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-AZORES.BB","EU.PRT-PT-AZORES","ATE","SJ01","AZOR","UNKN","Bait boat","BB","BB","C","UNKN",1,26,Inf,NA,0,0,0,26,1,0,-631
1671,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1957,1950,1955,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-MADEIRA.BB","EU.PRT-PT-MADEIRA","ATE","SJ01","MDRA","UNKN","Bait boat","BB","BB","C","UNKN",1,129,Inf,NA,0,0,0,129,1,0,-216
1702,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",1957,1950,1955,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-SWO.LL","EU.ESP-ES-SWO","ATN","BIL94B","NE","UNKN","Longline","LL","LLSWO","C","RPT1",1,1000,1997,-40,0,1,0,1076.211,0.929185819509371,-6.72707447968435e-06,626
1863,"YFT.ATW","YFT","Thunnus albacares","1-Tuna (major sp.)",1958,1950,1955,"CP","BRAZIL","Brazil","BRA.LL","BRA","ATW","YF09","SW","UNKN","Longline","LL","LL","C","UNKN",1.16,1740,Inf,NA,0,0,0,1747.439,0.995742912914271,NA,NA
1894,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",1958,1950,1955,"CP","EUROPEAN UNION","EU.France","EU.FRA-FR.BB","EU.FRA-FR","ATE","BF54","NE","UNKN","Bait boat","BB","BB","C","UNKN",1,1303,1999,-41,0,1,0,1303,1,0,-247
1896,"YFT.ATE","YFT","Thunnus albacares","1-Tuna (major sp.)",1958,1950,1955,"CP","EUROPEAN UNION","EU.France","EU.FRA-FR-ETRO.BB","EU.FRA-FR-ETRO","ATE","unkn","ETRO","UNKN","Bait boat","BB","BB","C","UNKN",1,8300,Inf,NA,0,0,0,8300,1,0,1400
1916,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",1958,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","ATE","unkn","NE","HSEA","Longline","LL","LL","C","UNKN",1,2,1999,-41,0,1,0,28539.375,7.00786194511968e-05,-0.00220624672096808,-31
1919,"BFT.ATW","BFT","Thunnus thynnus","1-Tuna (major sp.)",1958,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","ATW","BF52","NW","HSEA","Longline","LL","LL","C","UNKN",1,32,1982,-24,0,1,0,28539.375,0.00112125791121915,-0.000948128761889288,2
1922,"YFT.ATW","YFT","Thunnus albacares","1-Tuna (major sp.)",1958,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","ATW","YF40","WTRO","HSEA","Longline","LL","LL","C","UNKN",1,13172,Inf,NA,0,0,0,28539.375,0.461537787705582,0.26487707420451,10321
1925,"YFT.ATE","YFT","Thunnus albacares","1-Tuna (major sp.)",1958,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","ATE","unkn","ETRO","HSEA","Longline","LL","LL","C","UNKN",1,13987,Inf,NA,0,0,0,28539.375,0.490094825131945,-0.223636638423155,3640
1942,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",1958,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","NORT","HSEA","Longline","LL","LLFB","C","UNKN",1,240,Inf,NA,0,0,0,28539.375,0.00840943433414362,-0.0380138066992557,-433
1944,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",1958,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","SOUT","HSEA","Longline","LL","LLFB","C","UNKN",1,532,Inf,NA,0,0,0,28539.375,0.0186409127740184,0.0102314784398747,292
1946,"WHM.A+M","WHM","Kajikia albida","1-Tuna (major sp.)",1958,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","NORT","HSEA","Longline","LL","LLFB","C","UNKN",1,62,Inf,NA,0,0,0,28539.375,0.0021724372029871,-0.00713980282600087,-73
1948,"WHM.A+M","WHM","Kajikia albida","1-Tuna (major sp.)",1958,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","SOUT","HSEA","Longline","LL","LLFB","C","UNKN",1,99,Inf,NA,0,0,0,28539.375,0.00346889166283424,0.00129645445984714,37
1950,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",1958,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","ATN","unkn","NORT","HSEA","Longline","LL","LL","C","UNKN",1,43,1997,-39,0,1,0,28539.375,0.00150669031820073,0.000816894760497919,33
1952,"SWO.ATS","SWO","Xiphias gladius","1-Tuna (major sp.)",1958,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","ATS","unkn","SOUT","HSEA","Longline","LL","LL","C","UNKN",1,92,1998,-40,0,1,0,28539.375,0.00322361649475505,-0.00532984842075982,-32
1954,"TUN.A+M","TUN","Thunnini","3-Tuna (other)",1958,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","ETRO","HSEA","All gears","LL","LLFB","C","UNKN",1,159,Inf,NA,0,0,0,28539.375,0.00557125024637015,0.0017083951232344,103
1964,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",1958,1950,1955,"CP","MAROC","Maroc","MAR.PS","MAR","ATE","BF58","NE","UNKN","Purse seine","PS","PS","C","UNKN",1,2539,1999,-41,0,1,0,2539,1,NA,NA
1988,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1958,1950,1955,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-AZORES.BB","EU.PRT-PT-AZORES","ATE","SJ01","AZOR","UNKN","Bait boat","BB","BB","C","UNKN",1,314,Inf,NA,0,0,0,314,1,0,288
1990,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1958,1950,1955,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-MADEIRA.BB","EU.PRT-PT-MADEIRA","ATE","SJ01","MDRA","UNKN","Bait boat","BB","BB","C","UNKN",1,86,Inf,NA,0,0,0,86,1,0,-43
2014,"BON.ATL","BON","Sarda sarda","2-Tuna (small)",1958,1950,1955,"CP","EUROPEAN UNION","EU.España","EU.ESP.TP","EU.ESP","ATL","BIL94B","NE","EEZ","All gears","TP","TRAP","C","UNKN",1,40,Inf,NA,0,0,0,9538.35,0.00419359742513118,0.00307143299437714,30
2017,"BON.MED","BON","Sarda sarda","2-Tuna (small)",1958,1950,1955,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.TP","EU.ESP-ES-MEDI","MED","BIL95","MEDI","EEZ","All gears","TP","TRAP","C","UNKN",1,109,Inf,NA,0,0,0,2026,0.0538005923000987,-0.00599196413675302,11
2023,"FRI.ATL","FRI","Auxis thazard","2-Tuna (small)",1958,1950,1955,"CP","EUROPEAN UNION","EU.España","EU.ESP.TP","EU.ESP","ATL","BIL94B","NE","EEZ","All gears","TP","TRAP","C","UNKN",1,576,Inf,NA,0,0,0,9538.35,0.060387802921889,0.0600511535926628,573
2033,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",1958,1950,1955,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-SWO.LL","EU.ESP-ES-SWO","ATN","BIL94B","NE","UNKN","Longline","LL","LLSWO","C","RPT1",1,832,1997,-39,0,1,0,895.41,0.929183279168202,-2.54034116897728e-06,-168
2037,"SWO.MED","SWO","Xiphias gladius","1-Tuna (major sp.)",1958,1950,1955,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.LL","EU.ESP-ES-MEDI","MED","BIL95","MEDI","UNKN","Longline","LL","LLSWO","C","UNKN",1,414,Inf,NA,0,0,0,414,1,0,21
2040,"TUN.A+M","TUN","Thunnini","3-Tuna (other)",1958,1950,1955,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.TP","EU.ESP-ES-MEDI","A+M","BIL95","MEDI","EEZ","All gears","TP","TRAP","C","UNKN",1,21,Inf,NA,0,0,0,2026,0.010365251727542,NA,NA
2211,"YFT.ATW","YFT","Thunnus albacares","1-Tuna (major sp.)",1959,1950,1955,"CP","BRAZIL","Brazil","BRA.LL","BRA","ATW","YF09","SW","UNKN","Longline","LL","LL","C","UNKN",1.16,5920,Inf,NA,0,0,0,5945.308,0.99574319782928,2.84915009252096e-07,4180
2215,"BON.ATL","BON","Sarda sarda","2-Tuna (small)",1959,1950,1955,"CP","BRAZIL","Brazil","BRA.UN","BRA","ATL","BIL96","SW","UNKN","All gears","UN","SURF","C","UNKN",1,300,Inf,NA,0,0,0,1300,0.230769230769231,NA,NA
2231,"BFT.ATW","BFT","Thunnus thynnus","1-Tuna (major sp.)",1959,1950,1955,"CP","CANADA","Canada","CAN.RR","CAN","ATW","unkn","NW","UNKN","Sport (HL+RR)","RR","RRFB","C","UNKN",1,14,1982,-23,0,1,0,14,1,0,10
2246,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",1959,1950,1955,"CP","EUROPEAN UNION","EU.France","EU.FRA-FR.BB","EU.FRA-FR","ATE","BF54","NE","UNKN","Bait boat","BB","BB","C","UNKN",1,2031,1999,-40,0,1,0,2031,1,0,728
2248,"YFT.ATE","YFT","Thunnus albacares","1-Tuna (major sp.)",1959,1950,1955,"CP","EUROPEAN UNION","EU.France","EU.FRA-FR-ETRO.BB","EU.FRA-FR-ETRO","ATE","unkn","ETRO","UNKN","Bait boat","BB","BB","C","UNKN",1,4500,Inf,NA,0,0,0,4500,1,0,-3800
2269,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",1959,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","ATE","unkn","NE","HSEA","Longline","LL","LL","C","UNKN",1,56,1999,-40,0,1,0,45564.433,0.00122902879094315,0.00115895017149195,54
2272,"BFT.ATW","BFT","Thunnus thynnus","1-Tuna (major sp.)",1959,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","ATW","BF52","NW","HSEA","Longline","LL","LL","C","UNKN",1,200,1982,-23,0,1,0,45564.433,0.00438938853908267,0.00326813062786352,168
2275,"YFT.ATW","YFT","Thunnus albacares","1-Tuna (major sp.)",1959,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","ATW","YF40","WTRO","HSEA","Longline","LL","LL","C","UNKN",1,11310,Inf,NA,0,0,0,45564.433,0.248219921885125,-0.213317865820457,-1862
2278,"YFT.ATE","YFT","Thunnus albacares","1-Tuna (major sp.)",1959,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","ATE","unkn","ETRO","HSEA","Longline","LL","LL","C","UNKN",1,32761,Inf,NA,0,0,0,45564.433,0.719003789644436,0.228908964512491,18774
2295,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",1959,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","NORT","HSEA","Longline","LL","LLFB","C","UNKN",1,231,Inf,NA,0,0,0,45564.433,0.00506974376264048,-0.0135711690113779,-301
2297,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",1959,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","SOUT","HSEA","Longline","LL","LLFB","C","UNKN",1,610,Inf,NA,0,0,0,45564.433,0.0133876350442021,0.00831789128156165,379
2299,"WHM.A+M","WHM","Kajikia albida","1-Tuna (major sp.)",1959,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","NORT","HSEA","Longline","LL","LLFB","C","UNKN",1,16,Inf,NA,0,0,0,45564.433,0.000351151083126613,-0.00311774057970763,-83
2301,"WHM.A+M","WHM","Kajikia albida","1-Tuna (major sp.)",1959,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","SOUT","HSEA","Longline","LL","LLFB","C","UNKN",1,96,Inf,NA,0,0,0,45564.433,0.00210690649875968,0.00175575541563307,80
2303,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",1959,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","ATN","unkn","NORT","HSEA","Longline","LL","LL","C","UNKN",1,28,1997,-38,0,1,0,45564.433,0.000614514395471573,-0.000892175922729158,-15
2305,"SWO.ATS","SWO","Xiphias gladius","1-Tuna (major sp.)",1959,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","ATS","unkn","SOUT","HSEA","Longline","LL","LL","C","UNKN",1,71,1998,-39,0,1,0,45564.433,0.00155823293137435,-0.00166538356338071,-21
2307,"TUN.A+M","TUN","Thunnini","3-Tuna (other)",1959,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","ETRO","HSEA","All gears","LL","LLFB","C","UNKN",1,155,Inf,NA,0,0,0,45564.433,0.00340177611778907,-0.00216947412858108,-4
2337,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1959,1950,1955,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-AZORES.BB","EU.PRT-PT-AZORES","ATE","SJ01","AZOR","UNKN","Bait boat","BB","BB","C","UNKN",1,170,Inf,NA,0,0,0,170,1,0,-144
2339,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1959,1950,1955,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-MADEIRA.BB","EU.PRT-PT-MADEIRA","ATE","SJ01","MDRA","UNKN","Bait boat","BB","BB","C","UNKN",1,167,Inf,NA,0,0,0,167,1,0,81
2366,"FRI.ATL","FRI","Auxis thazard","2-Tuna (small)",1959,1950,1955,"CP","EUROPEAN UNION","EU.España","EU.ESP.TP","EU.ESP","ATL","BIL94B","NE","EEZ","All gears","TP","TRAP","C","UNKN",1,100,Inf,NA,0,0,0,5043.7,0.0198267145151377,-0.0405610884067513,-476
2373,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",1959,1950,1955,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-SWO.LL","EU.ESP-ES-SWO","ATN","BIL94B","NE","UNKN","Longline","LL","LLSWO","C","RPT1",1,1100,1997,-38,0,1,0,1183.831,0.929186682896461,3.40372825846647e-06,268
2569,"YFT.ATW","YFT","Thunnus albacares","1-Tuna (major sp.)",1960,1960,1960,"CP","BRAZIL","Brazil","BRA.LL","BRA","ATW","YF09","SW","UNKN","Longline","LL","LL","C","UNKN",1,4700,Inf,NA,0,0,0,4720.093,0.995743092350087,-1.05479192602509e-07,-1220
2573,"BON.ATL","BON","Sarda sarda","2-Tuna (small)",1960,1960,1960,"CP","BRAZIL","Brazil","BRA.UN","BRA","ATL","BIL96","SW","UNKN","All gears","UN","SURF","C","UNKN",1,100,Inf,NA,0,0,0,800,0.125,-0.105769230769231,-200
2588,"BFT.ATW","BFT","Thunnus thynnus","1-Tuna (major sp.)",1960,1960,1960,"CP","CANADA","Canada","CAN.RR","CAN","ATW","unkn","NW","UNKN","Sport (HL+RR)","RR","RRFB","C","UNKN",1,5,1982,-22,0,1,0,5,1,0,-9
2601,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",1960,1960,1960,"CP","EUROPEAN UNION","EU.France","EU.FRA-FR.BB","EU.FRA-FR","ATE","BF54","NE","UNKN","Bait boat","BB","BB","C","UNKN",1,553,1999,-39,0,1,0,553,1,0,-1478
2605,"YFT.ATE","YFT","Thunnus albacares","1-Tuna (major sp.)",1960,1960,1960,"CP","EUROPEAN UNION","EU.France","EU.FRA-FR-ETRO.BB","EU.FRA-FR-ETRO","ATE","unkn","ETRO","UNKN","Bait boat","BB","BB","C","UNKN",1,8900,Inf,NA,0,0,0,8900,1,0,4400
2624,"BON.MED","BON","Sarda sarda","2-Tuna (small)",1960,1960,1960,"CP","EUROPEAN UNION","EU.Italy","EU.ITA.UN","EU.ITA","MED","BIL95","MEDI","UNKN","All gears","UN","UNCL","C","UNKN",1,600,Inf,NA,0,0,0,1200,0.5,NA,NA
2630,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",1960,1960,1960,"CP","JAPAN","Japan","JPN.LL","JPN","ATE","unkn","NE","HSEA","Longline","LL","LL","C","UNKN",1,481,1999,-39,0,1,0,55561.46,0.00865707992554551,0.00742805113460237,425
2633,"BFT.ATW","BFT","Thunnus thynnus","1-Tuna (major sp.)",1960,1960,1960,"CP","JAPAN","Japan","JPN.LL","JPN","ATW","BF52","NW","HSEA","Longline","LL","LL","C","UNKN",1,339,1982,-22,0,1,0,55561.46,0.00610135154835744,0.00171196300927477,139
2636,"YFT.ATW","YFT","Thunnus albacares","1-Tuna (major sp.)",1960,1960,1960,"CP","JAPAN","Japan","JPN.LL","JPN","ATW","YF40","WTRO","HSEA","Longline","LL","LL","C","UNKN",1,10216,Inf,NA,0,0,0,55561.46,0.183868458460235,-0.0643514634248899,-1094
2639,"YFT.ATE","YFT","Thunnus albacares","1-Tuna (major sp.)",1960,1960,1960,"CP","JAPAN","Japan","JPN.LL","JPN","ATE","unkn","ETRO","HSEA","Longline","LL","LL","C","UNKN",1,40606,Inf,NA,0,0,0,55561.46,0.730830327352809,0.0118265377083728,7845
2658,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",1960,1960,1960,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","NORT","HSEA","Longline","LL","LLFB","C","UNKN",1,581,Inf,NA,0,0,0,55561.46,0.0104568886418751,-0.00293074640232699,-29
2660,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",1960,1960,1960,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","SOUT","HSEA","Longline","LL","LLFB","C","UNKN",1,2131,Inf,NA,0,0,0,55561.46,0.0383539237449844,0.0278970351031092,1550
2662,"WHM.A+M","WHM","Kajikia albida","1-Tuna (major sp.)",1960,1960,1960,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","NORT","HSEA","Longline","LL","LLFB","C","UNKN",1,25,Inf,NA,0,0,0,55561.46,0.000449952179082407,-0.00165695431967727,-71
2664,"WHM.A+M","WHM","Kajikia albida","1-Tuna (major sp.)",1960,1960,1960,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","SOUT","HSEA","Longline","LL","LLFB","C","UNKN",1,228,Inf,NA,0,0,0,55561.46,0.00410356387323155,0.00365361169414915,203
2666,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",1960,1960,1960,"CP","JAPAN","Japan","JPN.LL","JPN","ATN","unkn","NORT","HSEA","Longline","LL","LL","C","UNKN",1,20,1997,-37,0,1,0,55561.46,0.000359961743265926,-0.000254552652205648,-8
2668,"SWO.ATS","SWO","Xiphias gladius","1-Tuna (major sp.)",1960,1960,1960,"CP","JAPAN","Japan","JPN.LL","JPN","ATS","unkn","SOUT","HSEA","Longline","LL","LL","C","UNKN",1,78,1998,-38,0,1,0,55561.46,0.00140385079873711,-0.000154382132637236,7
2670,"TUN.A+M","TUN","Thunnini","3-Tuna (other)",1960,1960,1960,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","ETRO","HSEA","All gears","LL","LLFB","C","UNKN",1,605,Inf,NA,0,0,0,55561.46,0.0108888427337943,0.00748706661600519,450
2679,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",1960,1960,1960,"CP","MAROC","Maroc","MAR.PS","MAR","ATE","BF58","NE","UNKN","Purse seine","PS","PS","C","UNKN",1,2286,1999,-39,0,1,0,2286,1,0,-253
2703,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1960,1960,1960,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-AZORES.BB","EU.PRT-PT-AZORES","ATE","SJ01","AZOR","UNKN","Bait boat","BB","BB","C","UNKN",1,461,Inf,NA,0,0,0,461,1,0,291
2705,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1960,1960,1960,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-MADEIRA.BB","EU.PRT-PT-MADEIRA","ATE","SJ01","MDRA","UNKN","Bait boat","BB","BB","C","UNKN",1,158,Inf,NA,0,0,0,158,1,0,-9
2728,"LTA.MED","LTA","Euthynnus alletteratus","2-Tuna (small)",1960,1960,1960,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.TP","EU.ESP-ES-MEDI","MED","BIL95","MEDI","EEZ","All gears","TP","TRAP","C","UNKN",1,1,Inf,NA,0,0,0,1581,0.000632511068943707,-0.048787867210495,-80
2731,"BON.ATL","BON","Sarda sarda","2-Tuna (small)",1960,1960,1960,"CP","EUROPEAN UNION","EU.España","EU.ESP.TP","EU.ESP","ATL","BIL94B","NE","EEZ","All gears","TP","TRAP","C","UNKN",1,23,Inf,NA,0,0,0,5894,0.00390227349847302,-0.000291323926658157,-17
2734,"BON.MED","BON","Sarda sarda","2-Tuna (small)",1960,1960,1960,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.TP","EU.ESP-ES-MEDI","MED","BIL95","MEDI","EEZ","All gears","TP","TRAP","C","UNKN",1,139,Inf,NA,0,0,0,1581,0.0879190385831752,0.0341184462830765,30
2740,"FRI.ATL","FRI","Auxis thazard","2-Tuna (small)",1960,1960,1960,"CP","EUROPEAN UNION","EU.España","EU.ESP.TP","EU.ESP","ATL","BIL94B","NE","EEZ","All gears","TP","TRAP","C","UNKN",1,171,Inf,NA,0,0,0,5894,0.0290125551408212,0.00918584062568347,71
2750,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",1960,1960,1960,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-SWO.LL","EU.ESP-ES-SWO","ATN","BIL94B","NE","UNKN","Longline","LL","LLSWO","C","RPT1",1,722,1997,-37,0,1,0,777.019,0.929192207655154,5.52475869308733e-06,-378
2894,"SSM.A+M","SSM","Scomberomorus maculatus","2-Tuna (small)",1960,1960,1960,"CP","MEXICO","Mexico","MEX.LL","MEX","A+M","BIL91","GOFM","UNKN","All gears","LL","LL","C","UNKN",1,2000,Inf,NA,0,0,0,3000,0.666666666666667,NA,NA
2896,"KGM.A+M","KGM","Scomberomorus cavalla","2-Tuna (small)",1960,1960,1960,"CP","MEXICO","Mexico","MEX.LL","MEX","A+M","BIL91","GOFM","UNKN","All gears","LL","LL","C","UNKN",1,1000,Inf,NA,0,0,0,3000,0.333333333333333,NA,NA
2952,"YFT.ATW","YFT","Thunnus albacares","1-Tuna (major sp.)",1961,1960,1960,"CP","BRAZIL","Brazil","BRA.LL","BRA","ATW","YF09","SW","UNKN","Longline","LL","LL","C","UNKN",1,4400,Inf,NA,0,0,0,5121.802,0.859072646697393,-0.136670445652694,-300
2958,"BON.ATL","BON","Sarda sarda","2-Tuna (small)",1961,1960,1960,"CP","BRAZIL","Brazil","BRA.UN","BRA","ATL","BIL96","SW","UNKN","All gears","UN","SURF","C","UNKN",1,800,Inf,NA,0,0,0,1800,0.444444444444444,0.319444444444444,700
2960,"SAI.ATW","SAI","Istiophorus albicans","1-Tuna (major sp.)",1961,1960,1960,"CP","BRAZIL","Brazil","BRA.LL","BRA","ATW","BIL96","SW","UNKN","Longline","LL","LLHB","C","UNKN",1,159,Inf,NA,0,0,0,5121.802,0.0310437615511103,NA,NA
2962,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",1961,1960,1960,"CP","BRAZIL","Brazil","BRA.LL","BRA","A+M","BIL96","SW","UNKN","Longline","LL","LLHB","C","UNKN",1,41,Inf,NA,0,0,0,5121.802,0.00800499511695298,NA,NA
2964,"WHM.A+M","WHM","Kajikia albida","1-Tuna (major sp.)",1961,1960,1960,"CP","BRAZIL","Brazil","BRA.LL","BRA","A+M","BIL96","SW","UNKN","Longline","LL","LLHB","C","UNKN",1,60,Inf,NA,0,0,0,5121.802,0.011714627000419,NA,NA
2967,"SWO.ATS","SWO","Xiphias gladius","1-Tuna (major sp.)",1961,1960,1960,"CP","BRAZIL","Brazil","BRA.LL","BRA","ATS","BIL96","SW","UNKN","Longline","LL","LL","C","UNKN",1,440,1998,-37,0,1,0,5121.802,0.0859072646697393,NA,NA
2972,"BFT.ATW","BFT","Thunnus thynnus","1-Tuna (major sp.)",1961,1960,1960,"CP","CANADA","Canada","CAN.RR","CAN","ATW","unkn","NW","UNKN","Sport (HL+RR)","RR","RRFB","C","UNKN",1,41,1982,-21,0,1,0,41,1,0,36
2993,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",1961,1960,1960,"CP","EUROPEAN UNION","EU.France","EU.FRA-FR.BB","EU.FRA-FR","ATE","BF54","NE","UNKN","Bait boat","BB","BB","C","UNKN",1,907,1999,-38,0,1,0,907,1,0,354
2997,"YFT.ATE","YFT","Thunnus albacares","1-Tuna (major sp.)",1961,1960,1960,"CP","EUROPEAN UNION","EU.France","EU.FRA-FR-ETRO.BB","EU.FRA-FR-ETRO","ATE","unkn","ETRO","UNKN","Bait boat","BB","BB","C","UNKN",1,7800,Inf,NA,0,0,0,8160,0.955882352941177,-0.0441176470588235,-1100
3006,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1961,1960,1960,"CP","EUROPEAN UNION","EU.France","EU.FRA-FR-ETRO.BB","EU.FRA-FR-ETRO","ATE","unkn","ETRO","UNKN","Bait boat","BB","BB","C","UNKN",1,360,Inf,NA,0,0,0,8160,0.0441176470588235,NA,NA
3022,"BON.MED","BON","Sarda sarda","2-Tuna (small)",1961,1960,1960,"CP","EUROPEAN UNION","EU.Italy","EU.ITA.UN","EU.ITA","MED","BIL95","MEDI","UNKN","All gears","UN","UNCL","C","UNKN",1,2000,Inf,NA,0,0,0,3000,0.666666666666667,0.166666666666667,1400
3028,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",1961,1960,1960,"CP","JAPAN","Japan","JPN.LL","JPN","ATE","unkn","NE","HSEA","Longline","LL","LL","C","UNKN",1,204,1999,-38,0,1,0,48934.207,0.00416886289789063,-0.00448821702765488,-277
